ETC_20150317_000001	Kepa
ETC_20150317_002840	Object
ETC_20150317_002841	Insect-type
ETC_20150317_002842	Cloth
ETC_20150317_002843	Leather
ETC_20150317_002844	Plate
ETC_20150317_002845	Chain
ETC_20150317_002846	Ghost
ETC_20150317_002847	This mercenary already belongs to somebody else.
ETC_20150317_002848	The mercenary's level is higher than the PC's level.
ETC_20150317_002849	The mercenary has been hired.
ETC_20150317_002850	The mercenary was let go.
ETC_20150317_002851	This mercenary is already hired.
ETC_20150317_002852	The theme of your Barracks has been changed.
ETC_20150317_002853	You have successfully{nl}changed your Team Name.
ETC_20150317_002854	You have failed to{nl}change your Team Name.
ETC_20150317_002855	Enter a Team Name. This name will be the name seen by other players.
ETC_20150317_002856	This Team Name already exists.
ETC_20150317_002857	Collection Effect
ETC_20150317_002858	List of acquired
ETC_20150317_002859	Full list
ETC_20150317_002860	You already have this collection.
ETC_20150317_002861	Колекция
ETC_20150317_002862	A collection has been added.
ETC_20150317_002863	Only through the NPC can be registered.
ETC_20150317_002864	Obtained {Auto_2} from {Auto_1}
ETC_20150317_002865	Total Explored
ETC_20150317_002866	explored
ETC_20150317_002867	{Auto_1} quest(s) cleared
ETC_20150317_002868	{Auto_1} NPCs met
ETC_20150317_002869	Score {Category}
ETC_20150317_002870	Ранг
ETC_20150317_002871	Adventure
ETC_20150317_002872	Exploration
ETC_20150317_002873	{Auto_1} collection(s) acquired
ETC_20150317_002874	{Auto_1} achievement(s) earned
ETC_20150317_002875	{Auto_1} mission(s) cleared
ETC_20150317_002876	Adventure Ranking
ETC_20150317_002877	{Auto_1} collection(s) completed
ETC_20150317_002878	Contents
ETC_20150317_002879	Set items
ETC_20150317_002880	Completion Rate:
ETC_20150317_002881	Очки
ETC_20150317_002882	Босы
ETC_20150317_002883	Date
ETC_20150317_002884	Click to go to the item page.
ETC_20150317_002885	Recent
ETC_20150317_002886	Help
ETC_20150317_002887	Enter your friend's Team Name
ETC_20150317_002888	Already in your Friends List
ETC_20150317_002889	You have a new friend request.
ETC_20150317_002890	Полученные запросы
ETC_20150317_002891	Отправленные запросы
ETC_20150317_002892	Отклоненные запросы
ETC_20150317_002893	Friends who are registered to TOS
ETC_20150317_002894	Friends who do not play TOS
ETC_20150317_002895	Someone you may know
ETC_20150317_002896	were together
ETC_20150317_002897	Formed party
ETC_20150317_002898	Traded
ETC_20150317_002899	Черный список
ETC_20150317_002900	Played together {Count} time(s)
ETC_20150317_002901	Formed a party together {Count} time(s)
ETC_20150317_002902	Traded {Count} time(s)
ETC_20150317_002903	Already in your block list.
ETC_20150317_002904	Enter the Team Name you want to block.
ETC_20150317_002905	The name of your group is too long.
ETC_20150317_002906	The contents of your memo is too long.
ETC_20150317_002907	Memo Settings
ETC_20150317_002908	Group Settings ??
ETC_20150317_002909	Enter Memo
ETC_20150317_002910	Настройка группы
ETC_20150317_002911	Friend Request
ETC_20150317_002912	Your friend request has been sent.
ETC_20150317_002913	Новая група
ETC_20150317_002914	Блок
ETC_20150317_002915	Remove Group
ETC_20150317_002916	Change Group Name
ETC_20150317_002917	Вы уверены, что хотите удалить это?
ETC_20150317_002918	Разблокировать
ETC_20150317_002919	The friend request was not sent.
ETC_20150317_002920	Initial payment
ETC_20150317_002921	More Info
ETC_20150317_002922	Локация
ETC_20150317_002923	Rank
ETC_20150317_002924	{From}{nl}wants to trade with you.
ETC_20150317_002925	The trade request has been declined.
ETC_20150317_002926	The trade has been canceled.
ETC_20150317_002927	The trade was successful.
ETC_20150317_002928	Sent a trade request to {To}.
ETC_20150317_002929	No save point specified
ETC_20150317_002930	You have an item with less than 30% durability remaining.
ETC_20150317_002931	You have an item with 0% durability.
ETC_20150317_002932	This equipped item cannot be consumed.
ETC_20150317_002933	This enhanced item cannot be consumed.
ETC_20150317_002934	Your enhanced item will be consumed. Are you sure you want to proceed?
ETC_20150317_002935	The field boss will appear in a while
ETC_20150317_002936	This is a preparation function.
ETC_20150317_002937	{@st59} Share this quest with your party members
ETC_20150317_002938	{@st59} This quest is currently shown to party members
ETC_20150317_002939	{Name}'s Quest
ETC_20150317_002940	Поиск...
ETC_20150317_002941	Матч найден
ETC_20150317_002942	В ожидании входа
ETC_20150317_002943	Moving
ETC_20150317_002944	Game in progress
ETC_20150317_002945	PvP Shop
ETC_20150317_002946	Size
ETC_20150317_002947	Тип защиты
ETC_20150317_002948	Element attributes
ETC_20150317_002949	Рейтинг
ETC_20150317_002950	Attack Attribute
ETC_20150317_002951	Enable attack type
ETC_20150317_002952	Moving Type
ETC_20150317_002953	Small
ETC_20150317_002954	Medium
ETC_20150317_002955	Large
ETC_20150317_002956	Extra Large
ETC_20150317_002957	Ghost
ETC_20150317_002958	No Attribute
ETC_20150317_002959	Fire
ETC_20150317_002960	Water
ETC_20150317_002961	Lightning
ETC_20150317_002962	Poison
ETC_20150317_002963	Dark
ETC_20150317_002964	Holy
ETC_20150317_002965	Earth
ETC_20150317_002966	NA
ETC_20150317_002967	Slash
ETC_20150317_002968	Pierce
ETC_20150317_002969	Strike
ETC_20150317_002970	Magic
ETC_20150317_002971	Physical
ETC_20150317_002972	Distant
ETC_20150317_002973	Fixation
ETC_20150317_002974	Ground-based
ETC_20150317_002975	Airborne Type
ETC_20150317_002976	Элитные
ETC_20150317_002977	Last login: {Year} year(s) ago
ETC_20150317_002978	Last login: {Month} month(s) ago
ETC_20150317_002979	Last login: {Day} day(s) ago
ETC_20150317_002980	Last login: {Hour} hour(s) ago
ETC_20150317_002981	Last login: {Min} minute(s) ago
ETC_20150317_002982	Last login: just now
ETC_20150317_002983	Temporary space
ETC_20150317_002984	{Auto_1} HP was recovered
ETC_20150317_002985	{Auto_1} SP was recovered
ETC_20150317_002986	Участвовать
ETC_20150317_002987	...Followed me!?!?
ETC_20150317_002988	Type is whoever is near me!
ETC_20150317_002989	I wonder who would win ~
ETC_20150317_002990	Random Game, my favorite + _ +
ETC_20150317_002991	Ahhhhhh~~
ETC_20150317_002992	Nice! It's over
ETC_20150317_002993	GREATER FEVER! Additional attack and EXP will be applied!
ETC_20150317_002994	FEVER TIME!! Additional attack will be applied!
ETC_20150317_002995	's Box
ETC_20150317_002996	Full Room
ETC_20150317_002997	The enhancement was successful.
ETC_20150317_002998	It has been reset because the enhancement failed...
ETC_20150317_002999	Reward
ETC_20150317_003000	Received
ETC_20150317_003001	Combining
ETC_20150317_003002	Write
ETC_20150317_003003	Already obtained:
ETC_20150317_003004	You must complete the West Siauliai Woods quest in order to progress
ETC_20150317_003005	You found the Archaeologist's Token!
ETC_20150317_003006	Did not find anything.
ETC_20150317_003007	Tombstone of Lydia Schaffen completed. {nl} Let's read the tombstone again.
ETC_20150317_003008	You do not have enough tombstone pieces.
ETC_20150317_003009	Quest completed!
ETC_20150317_003010	Tried to open the box but couldn't.
ETC_20150317_003011	Available during the tagging game
ETC_20150317_003012	Cannot be used by the tagger
ETC_20150317_003013	Current Ice status
ETC_20150317_003014	Available in West Siauliai Woods
ETC_20150317_003015	There are no [Beast-type] monsters nearby!
ETC_20150317_003016	Ride on
ETC_20150317_003017	Using
ETC_20150317_003018	First reaction: Movement speed decrease
ETC_20150317_003019	Second reaction: Addiction
ETC_20150317_003020	Third reaction: Faint
ETC_20150317_003021	No special reaction
ETC_20150317_003022	Placing
ETC_20150317_003023	No effects
ETC_20150317_003024	Available only in opened, closed Crystal Mine
ETC_20150317_003025	:Fainted! Defeat.
ETC_20150317_003026	Lantern_mushroom: Jibiew Griba: 50 / Lantern_mushroom: Jibiew Griba: 50 / Lantern_mushroom: Jibiew Griba: 50 / Lantern_mushroom_Big: Big Draw Bar: 51
ETC_20150317_003027	Get rid of the Matsums charging in!
ETC_20150317_003028	You have completed placing the Sun Essence!
ETC_20150317_003029	Offering
ETC_20150317_003030	You have already made an offering!
ETC_20150317_003031	This area already uses a shield.
ETC_20150317_003032	Exploring...
ETC_20150317_003033	Distance from the target:
ETC_20150317_003034	Releasing
ETC_20150317_003035	This anvil does not match this type of equipment.
ETC_20150317_003036	The rating of the anvil is low.
ETC_20150317_003037	[
ETC_20150317_003038	} has it!
ETC_20150317_003039	You cannot pass through this area yet!
ETC_20150317_003040	Collect bomb flower
ETC_20150317_003041	Obtained Bomb Flowers!
ETC_20150317_003042	You already have obtained the Bomb Flowers!
ETC_20150317_003043	Collect Oil-Stained Fuse
ETC_20150317_003044	Получено!
ETC_20150317_003045	You have already have the Fuse!
ETC_20150317_003046	Delivering ingredients
ETC_20150317_003047	Collecting Bombs
ETC_20150317_003048	Obtained Canyon Bomb (disposable)!
ETC_20150317_003049	You already have that item
ETC_20150317_003050	Obtained Canyon Bomb!
ETC_20150317_003051	The box is locked!
ETC_20150317_003052	's
ETC_20150317_003053	Silver
ETC_20150317_003054	Trying to drop item without monster
ETC_20150317_003055	Skill is not available
ETC_20150317_003056	Remove
ETC_20150317_003057	Defeat the surrounding monsters to proceed
ETC_20150317_003058	NPCState no. 1 should be used in ArgStr1
ETC_20150317_003059	Quest ClassName is not in ArgStr1.
ETC_20150317_003060	Troubadour
ETC_20150317_003061	Death awaits you, if you don't win!
ETC_20150317_003062	For Klaipeda!
ETC_20150317_003063	The blessing of the goddess is with us!
ETC_20150317_003064	{/}{#ffFFFF} Hit Me of {/}
ETC_20150317_003065	Mejuda larvae has detected danger and is now self destructing!
ETC_20150317_003066	Avoid me!
ETC_20150317_003067	You do not want to commit the crime.
ETC_20150317_003068	I do not want to attack!
ETC_20150317_003069	A monster is controlling me!
ETC_20150317_003070	Just kill me instead!
ETC_20150317_003071	I want to be free...
ETC_20150317_003072	Thank you...
ETC_20150317_003073	I owe it to you! Thanks...
ETC_20150317_003074	Are you leading me to the goddess?
ETC_20150317_003075	I'm so afraid...
ETC_20150317_003076	Where is this place?
ETC_20150317_003077	What happened to me?
ETC_20150317_003078	The goddess is calling from there...
ETC_20150317_003079	You led the soul to the Owl Sculpture!
ETC_20150317_003080	Angry Soul
ETC_20150317_003081	Revived Corpse
ETC_20150317_003082	The soul made it to the Goddess Statue!
ETC_20150317_003083	Successfully crafted.
ETC_20150317_003084	{Auto_1} minutes {Auto_2} seconds remaining to craft the item
ETC_20150317_003085	{Auto_1} seconds remaining to craft the item
ETC_20150317_003086	Item successfully crafted
ETC_20150317_003087	{Auto_1} times left to create item
ETC_20150317_003088	Is already generated
ETC_20150317_003089	No session
ETC_20150317_003090	Created Friend session 01
ETC_20150317_003091	It is such a relief to have met you!
ETC_20150317_003092	Where did you meet that guy?
ETC_20150317_003093	Is that one going together?
ETC_20150317_003094	I shall join the Vacenin troops!
ETC_20150317_003095	I will accomplish it!
ETC_20150317_003096	Where were you born?
ETC_20150317_003097	Yekub
ETC_20150317_003098	That's a strange connection
ETC_20150317_003099	There can be no one left behind!
ETC_20150317_003100	Let's accomplish it!
ETC_20150317_003101	You're funny!
ETC_20150317_003102	Wont that guy also need a name?
ETC_20150317_003103	Blessing of the Goddess!
ETC_20150317_003104	Vacenin troop is a top notch troop
ETC_20150317_003105	I'll watch out from behind!
ETC_20150317_003106	And we have devoted our help!
ETC_20150317_003107	I have to go now
ETC_20150317_003108	It tag repeated!
ETC_20150317_003109	It tag already in progress
ETC_20150317_003110	Insufficient It tag participants
ETC_20150317_003111	Give session to PC participant
ETC_20150317_003112	End It tag
ETC_20150317_003113	A Treasure Vubbe has appeared!
ETC_20150317_003114	The inhibiting group has been destroyed. Please start the quest again!
ETC_20150317_003115	Close
ETC_20150317_003116	Monument leading to the second floor appeared
ETC_20150317_003117	Monument leading to the second floor appeared {nl}
ETC_20150317_003118	Protect the group leader!
ETC_20150317_003119	Stop them!
ETC_20150317_003120	Help!
ETC_20150317_003121	Where did they come from??
ETC_20150317_003122	Ugh!
ETC_20150317_003123	Watch out for the monsters.
ETC_20150317_003124	Aggressive plants appear in this area
ETC_20150317_003125	Monsters will attack you so avoid them when they approach
ETC_20150317_003126	Wish me good luck
ETC_20150317_003127	I'm not afraid of monsters
ETC_20150317_003128	I want to finish it all and just rest
ETC_20150317_003129	I have a bad feeling about today.
ETC_20150317_003130	I won't lose to those guys
ETC_20150317_003131	I want to go to his hometown.
ETC_20150317_003132	Need to concentrate on them
ETC_20150317_003133	Initialization function
ETC_20150317_003134	on loop
ETC_20150317_003135	owner_ssn not available
ETC_20150317_003136	no parent PC available
ETC_20150317_003137	SSN_OBJECT_STORAGE session not given
ETC_20150317_003138	Accept Mission
ETC_20150317_003139	Отмена
ETC_20150317_003140	Can be traded right away through instant shop
ETC_20150317_003141	Opening lock
ETC_20150317_003142	Empty box
ETC_20150317_003143	Need to get rid of /3
ETC_20150317_003144	The Guardian of the Contract has emerged!
ETC_20150317_003145	Guardian of the Contract
ETC_20150317_003146	Box
ETC_20150317_003147	Ask what's going on
ETC_20150317_003148	Leave
ETC_20150317_003149	I can't you grow something like a garden
ETC_20150317_003150	Leave
ETC_20150317_003151	Ask if it wasn't a crush
ETC_20150317_003152	Give a pat on the shoulder
ETC_20150317_003153	No
ETC_20150317_003154	Show copy of the memorial stone
ETC_20150317_003155	Tell the story about meeting the soul of a lost lady
ETC_20150317_003156	Say 'OK' and just leave
ETC_20150317_003157	How dare you? Let go you human!
