QUEST_20150317_000001	Please select the user requiring a quest update.
QUEST_20161214_005033	The Yudejan blood is not enough.{nl}You need more demon energy to have a truly evil offering.{nl}The demons left behind some red magic circles in Tamsorce Way.{nl}Take the offering and step on the magic circles to infuse it with their evil energy.
QUEST_20161214_005034	Only after the offering is complete can you obtain the demon treaty.{nl}The treaty is in Tamsus??keitimas.
QUEST_20161214_005035	The treaty was sealed by both demons and goddesses.{nl}If you have a token of the demon treaty, you can release the seal made by the demons.{nl}Use the token on the demon treaty seal to release it.
QUEST_20161214_005036	To obtain a token of the goddess treaty, you need the Goddess' Stone of Faith.{nl}I left the stone in Sviesos Way.{nl}However, according to my prophecy, the altar where I left it was destroyed during Medzio Diena.{nl}But it should still be in Sviesos Way.
QUEST_20161214_005037	Use the Stone of Faith to read the hidden writings carved on the seal.{nl}Speak the name of the goddess written on the seal to open it.{nl}The goddesses mentioned in the seal tombstone are Gabija, Vakarine and Zemyna.
QUEST_20161214_005038	Once you have the token, you can open the seal and obtain the key to the treaty.{nl}The key opens the box that contains the slate with the contents of the treaty.
QUEST_20161214_005039	If you have the key, now you need to find the slate with the treaty.{nl}Go to the Yudejan Altar and find the box that opens with the key; you'll find the treaty slate inside.
QUEST_20161214_005040	This area has been affected by a disease.{nl}Be careful on your way, and if you must pass by someone, please come to me.
QUEST_20161214_005041	{nl}- Plague Doctor Jugrinas
QUEST_20161214_005042	There is nothing written on the board.
QUEST_20161214_005043	Goddess Zemyna is always looking after us.{nl}My brother also says She is always protecting us.
QUEST_20161214_005044	{nl}Oh, you went to see the Statue of Goddess Gabija?{nl}Is She listening to our prayers?
QUEST_20161214_005045	The way I see it, we need to find the truth about our history no matter what.{nl}But I can't help thinking: what if the forgotten truths are more than the ones we know?
QUEST_20161214_005046	{nl}That's why I'm so glad Ruklys' name is finally clean.{nl}I assume you read the book I wrote?
QUEST_20161214_005047	{nl}I put it next to a book called History of the Rebellion; make sure to read it.{nl}Or you could read both books and compare them, that should be fun.
QUEST_20161214_005048	Oh, I dunno if you noticed, but it looks like there's this rumor going around.
QUEST_20161214_005049	No idea how it started.{nl}Everyone's all hush-hush, no one wants to talk to an outsider like me, I guess.
QUEST_20161214_005050	{nl}The way they're whispering though, I couldn't help but hear it even if I didn't want to.{nl}They're saying someone appeared and saved Orsha from some sort of danger.
QUEST_20161214_005051	{nl}I wonder if it was something like Medzio Diena?
QUEST_20161214_005052	You are very kind.{nl}I'm sure the person who saved the Bishop of Orsha not long ago was just as kind as you.
QUEST_20161214_005053	Oh, you're the Revelator.{nl}I've heard a lot about you.
QUEST_20161214_005054	{nl}She may not be able to tell you in person, but the Lord of Orsha is extremely grateful for all you've done.
QUEST_20161214_005055	You are always welcome to meet with the Lord directly.{nl}Even when she's out answering complaints, for smaller issues you always need to address the other officers, you see.
QUEST_20161214_005056	{nl}But you're welcome to speak to her about any problem if you wish.
QUEST_20161214_005057	Heard ya took care of Ebonypawn, huh?{nl}You did what I should've done myself... Guess I should thank you.
QUEST_20161214_005058	{nl}Then again, it's a bit of a letdown.{nl}Not trying to dismiss what you did, don't get me wrong.
QUEST_20161214_005059	Don't worry.{nl}We will make sure to hunt him down again.
QUEST_20161214_005060	Is that true?{nl}Oh... That's... unbelievable.
QUEST_20161214_005061	{nl}I suppose a Revelator would have no reason to lie...{nl}Alright. I should withdraw now.
QUEST_20161214_005062	{nl}That was an extraordinary feat you did, though.{nl}I was right not to doubt you since the first time we met.
QUEST_20161214_005063	{nl}Oh, I'll make sure to notify my subordinates.{nl}We need to pull ourselves together before we think about leaving.
QUEST_20161214_005064	Long time no see.{nl}What brings you back here?
QUEST_20161214_005065	Really? So the beast was looking for the entrance to the Royal Mausoleum?{nl}Who would've thought...
QUEST_20161214_005066	{nl}Anyways, glad to hear Syla Forest is doing alright too.{nl}I guess this was the plan of the goddess all long.
QUEST_20161214_005067	Barrel
QUEST_20161214_005068	The water in the barrel is tinted red. What now?
QUEST_20161214_005069	The energy is slowly being released... The stamina is weakening.
QUEST_20161214_005070	With the stamina weakening, it doesn't seem like it's going to get any worse.
QUEST_20161214_005071	After touching the water... some stamina was released!
QUEST_20161214_005072	It's probably wiser not to touch this.
QUEST_20161214_005073	Is this even okay to eat...? Well, too late.
QUEST_20161214_005074	Eat the Markazi flowers I gave you to relieve the pain.
QUEST_20161214_005075	Try and eat this.{nl}It will help ease the pain.
QUEST_20161214_005076	I'll take the rest of the flowers. I can give them to someone who needs them.
QUEST_20161214_005077	Rest in peace...
QUEST_20161214_005078	Are the owners of these graves with the goddess now?
QUEST_20161214_005079	May your spirits find eternal rest.
QUEST_20161214_005080	Are all the spirits here resting in peace?
QUEST_20161214_005081	The owls must have guided them to the goddess.
QUEST_20161214_005082	May you rest in peace with the goddess.
QUEST_20161214_005083	That's right. There are others besides the five goddesses.
QUEST_20161214_005084	I'm not sure about Goddess Dalia.{nl}She's supposed to be a goddess of fate and earth like Laima but...
QUEST_20161214_005085	{nl}She's trapped somewhere...
QUEST_20161214_005086	{nl}Hm?
QUEST_20161214_005087	{nl}Wait, what did I say?
QUEST_20161214_005088	She's like the Sun in the sky.{nl}If the sunlight is too strong or too weak we can't grow crops, you see.
QUEST_20161214_005089	{nl}So Goddess Saule is the one to please if you want a good harvest.{nl}Looking at the way the world has become these days, I would say Her power is not as strong anymore.
QUEST_20161214_005090	{nl}Oh, look at me rambling again...
QUEST_20161214_005091	Goddesses Austeja and Zemyna help with farming.{nl}When the season brings good crops and food is abundant, people also like to make mead offerings to Austeja.
QUEST_20161214_005092	Goddess Jurate... She's a little more difficult.{nl}From what I heard She's not very keen on helping humans.
QUEST_20161214_005093	{nl}Maybe that's why She's hiding...?
QUEST_20161214_005094	I don't know, no goddess comes to mind now.
QUEST_20161214_005095	No.{nl}I can't give you this apple.
QUEST_20161214_005096	{nl}But I'll give you the potato bread I was saving.{nl}It can be a little dry, so make sure to drink some water with it.
QUEST_20161214_005097	{nl}If you don't like it, give it to another hungry person.
QUEST_20161214_005098	That potato bread is going to go stale soon if no one eats it.{nl}With all the hungry people in the world...
QUEST_20161214_005099	{nl}I guess it's not enough food to share with the people coming back from destroyed cities.
QUEST_20161214_005100	My dad said they still had some food in Klaipeda.{nl}But if the refugees start gathering there, it won't be easy.
QUEST_20161214_005101	{nl}When will people finally be able to live happily and in peace?
QUEST_20161214_005102	Did you like the potato bread?
QUEST_20161214_005103	{nl}Actually potato dumplings are better.{nl}But my dad says the bread is dry so it holds for longer.
QUEST_20161214_005104	It's the end...{nl}There's no hope left...
QUEST_20161214_005105	I lost my daughter and wife during Medzio Diena... I don't want to live anymore but I'm hungry.{nl}How did I end up like this...
QUEST_20161214_005106	Potato bread... Yeah, I used to make a lot.{nl}I was trying to make dumplings but I failed every time, so they turned into hard bread instead.
QUEST_20161214_005107	{nl}My wife would always tease me about my potato bread.{nl}It was tough, but it tasted okay, she said... Our daughter and us, eating potato bread... We were happy then.
QUEST_20161214_005108	{nl}Those days will never be back now...{nl}That's what Medzio Diena did to us.{nl}It took away our dreams and our hope.
QUEST_20161214_005109	{nl}It's none of those goddess stories the higher-ups keep feeding us every time.{nl}To me, it was the day my hope, and my family, were lost.
QUEST_20161214_005110	{nl}This potato bread is dry like the one I used to make, but still tasty.{nl}Thank you.{nl}For making me forget about my empty stomach.{nl}
QUEST_20161214_005111	No one knows who built the big goddess statue in Fedimian, or how they did it.
QUEST_20161214_005112	Now that I think of it, Guard Jack must have been so bored.{nl}I could never cross to that side, you see.
QUEST_20161214_005113	You want to know what's over there?{nl}Nothing. Besides Guard Jack.
QUEST_20161214_005114	Uh? Does it like me?
QUEST_20161214_005115	Aww... that's cute.
QUEST_20161214_005116	Why are cats even cute?
QUEST_20161214_005117	I want to take it with me.
