SKILL_20150317_000001	Атака
SKILL_20161005_006533	Урон: #{SkillAtkAdd}#{nl}Attribute Урон: #{CaptionRatio}#%{nl}{#339999}{ol}[Stun]{/}{/}Длительность: #{CaptionTime}# Секунд
SKILL_20161005_006534	Take Down
SKILL_20161005_006535	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Take down  enemy with a protected arm to deal damage.
SKILL_20161005_006536	Урон: #{SkillAtkAdd}#{nl}Attribute Урон: #{CaptionRatio}#%{nl}Able to use while wearing a helmet
SKILL_20161005_006537	Frenzied Shoot
SKILL_20161005_006538	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Leaps forward with a kick.  enemies in its trajectory receive damage.
SKILL_20161005_006539	Scutum Hit
SKILL_20161005_006540	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Swings  shield to attack enemies in front.
SKILL_20161005_006541	{#DD5500}{ol}[Физический] - [Pierce]{/}{/}{nl}Pierces  lance into  enemies in front и incapacitate their movements.  skill decreases both movement speed и attack speed of  boss monster.
SKILL_20161005_006542	Урон: #{SkillAtkAdd}#{nl}Attribute Урон: #{CaptionRatio}#%{nl}Enemy {#339999}{ol}[Trap]{/}{/} Длительность: #{CaptionRatio2}# Секунд{nl}Boss Monster Status Ailment Длительность: #{CaptionTime}# Секунд
SKILL_20161005_006543	Dragon Dive
SKILL_20161005_006544	Mortal Slash
SKILL_20161005_006545	{#DD5500}{ol}[Физический] - [Slash]{/}{/}{nl}Swings  sword left и right in front и slashes upwards.
SKILL_20161005_006546	Buff Share
SKILL_20161005_006547	Shares beneficial buffs with party members. When sharing buffs,  limits of buffs can be ignored.
SKILL_20161005_006548	Maximum Длительность: #{CaptionRatio}# Секунд{nl}Consumes 5% SP каждые second
SKILL_20161005_006549	 forge that Увеличение Физический attack of guild members
SKILL_20161005_006550	 item will be consumed.
SKILL_20161005_006551	Физический Attack каждые Forge: +#{CaptionRatio2}#{nl}Maximum Forges Allowed: #{CaptionRatio}#{nl}Forge Длительность: #{CaptionTime}#
SKILL_20161005_006552	A shield charger that grants guild members a shield gauge.{nl} shield charger can be
SKILL_20161005_006553	  set up in  Guild Hangout. Once  installed shield charger grants  shield, it disappears.
SKILL_20161005_006554	Generates 100 shield каждые minute{nl}Maximum Shield Chargers: #{CaptionRatio}#
SKILL_20161005_006555	Crush
SKILL_20161005_006556	{#DD5500}{ol}[Физический] - [Pierce]{/}{/}{nl}Lunge with your spear forward to pierce enemies in front.  target temporarily loses either attack or defense. If  target is an enemy summon, it will be displaced.
SKILL_20161005_006557	Урон: #{SkillAtkAdd}#{nl}Attribute Урон: #{CaptionRatio}#%{nl}Длительность: 10 Секунд
SKILL_20161005_006558	Head Strike
SKILL_20161005_006559	{#DD5500}{ol}[Физический] - [Pierce]{/}{/}{nl}Aim for  head и deals an attack with high crit шанс.
SKILL_20161005_006560	Урон: #{SkillAtkAdd}#{nl}Attribute Урон: #{CaptionRatio}#%{nl}Дополнительный Critical шанс: CaptionRatio2}#%
SKILL_20161005_006561	Joust
SKILL_20161005_006562	{#DD5500}{ol}[Физический] - [Pierce]{/}{/}{nl}Charges forward to lunge  spear at  enemy и destroy magic circles.  target's INT персонажа и SPR stats get уменьшится и cleric и Волшебник types will be silenced и normal attacks и skills cannot be used.
SKILL_20161005_006563	Unhorsing
SKILL_20161005_006564	{#DD5500}{ol}[Физический] - [Pierce]{/}{/}{nl}Fix your grip on  spear и strike your enemy down downward и take  target off of  companion.
SKILL_20161005_006565	Quintain
SKILL_20161005_006566	{#DD5500}{ol}[Физический] - [Pierce]{/}{/}{nl}Pushes  spear quite far to attack.  enemies in a crush state get Дополнительный damage.
SKILL_20161005_006567	Initiate
SKILL_20161005_006568	Strengthen your will before  battle. Увеличение  шанс for you to penetrate  enemy's defense и  affected enemy's block stat can be сниженно.
SKILL_20161005_006569	Increased Block Penetration шанс: #{CaptionRatio}#%{nl}Enemy уменьшится Block: #{CaptionRatio2}#%{nl}Длительность: #{CaptionTime}# Секунд
SKILL_20161005_006570	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Attack by continuously fuming fire forwards.{nl}Deals continuous Огненный урон to enemies with a шанс to cause enemies to take Дополнительный Огненный урон for a period of time. Во время чтения заклинания Адское Дыхание, you will block melee attacks.
SKILL_20161005_006571	{#993399}{ol}[Magic]{/}{/}{nl}Raises a wall of corpses in front of  caster. Enemies near  wall will be будут поражены эффектом [Decay]. Enemies affected by [Decay] receive Дополнительный damage from Missile attacks.
SKILL_20161005_006572	{#993399}{ol}[Magic]{/}{/}{nl}Build a cursed tower made with corpses at a targeted area.
SKILL_20161005_006573	Призыв Скелета- Солдат made with a corpse.  skeleton Солдат will engage in combat и follow its master.
SKILL_20161005_006574	Flesh Strike
SKILL_20161005_006575	{#993399}{ol}[Magic]{/}{/}Gather carcass parts и throw it onto a specific place to attack.
SKILL_20161005_006576	Урон: #{SkillAtkAdd}#{nl}Attribute Урон: #{CaptionRatio}#%{nl}Number of Corpses: #{CaptionRatio2}#{nl}Время применения: #{CaptionTime}# Секунд
SKILL_20161005_006577	Поднятие Костяных Лучников
SKILL_20161005_006578	Призыв Скелета- archer made with a corpse.  skeleton Солдат will engage in combat и follow its master.
SKILL_20161005_006579	призываемых существ #{CaptionRatio}# Skeleton Archers{nl}Consumes #{CaptionRatio2}# Corpse(s){nl}Максимальный уровень: 5
SKILL_20161005_006580	Alchemistic Missile
SKILL_20161005_006581	{#993399}{ol}[Magic]{/}{/}{nl}Concentrate magic energy и fire it at enemies.
SKILL_20161005_006582	{#993399}{ol}[Magic] - [Dark]{/}{/}{nl}Stab  enemy with a bone knife. If  enemy is a Beast, Devil or Insect-type, blood will spew out that recovers some of your HP.
SKILL_20161005_006583	{#993399}{ol}[Magic]{/}{/}{nl}Attack и absorb  life force from a Beast, Devil or Insect-type enemy while recovering your HP at  same time.
SKILL_20161005_006584	{#993399}{ol}[Magic] - [Dark]{/}{/}{nl}Stabs an enemy with a cursed knife carved from a bone. An enemy stabbed by this bone fragment will be будут поражены эффектом [Разложение]. Enemies affected by [Разложение] receive Дополнительный damage from Missile attacks.
SKILL_20161005_006585	Kurdaitcha Maximum Длительность: #{CaptionRatio}#{nl}Movement Speed Reduction: #{CaptionRatio2}# {nl}{#339999}{ol}[Curse]{/}{/} Длительность: 7 Секунд
SKILL_20161005_006586	Kundela Slash
SKILL_20161005_006587	{#993399}{ol}[Magic] - [Dark]{/}{/}{nl}Use  Kundela to attack enemies.  cursed enemies receive Дополнительный damage.
SKILL_20161005_006588	Урон: #{SkillAtkAdd}#{nl}Attribute Урон: #{CaptionRatio}#%{nl}{#339999}{ol}[Curse]{/}{/} Дополнительный damage to enemies будут поражены эффектом [Curse]
SKILL_20161005_006589	Levitation
SKILL_20161005_006590	For a brief period of time, your character levitates. While levitating, you are immune to melee attacks но receives Дополнительный damage from missile attacks.
SKILL_20161005_006591	Длительность: #{CaptionRatio}# Секунд{nl}Receives Дополнительный damage from missile attacks
SKILL_20161005_006592	Blood Curse
SKILL_20161005_006593	{#993399}{ol}[Magic] - [Dark]{/}{/}{nl}Consumes one's own HP и deals proportional damage to nearby enemies и grants  [Blood Curse] status ailment. Enemies under  [Blood Curse] state will not recover SP и when attacked heals  attacker's HP instead. Using this skill without sufficient HP will incapacitate you.
SKILL_20161005_006594	Урон: #{SkillAtkAdd}#{nl}HP consumption while using  skill: #{CaptionRatio}#%{nl}Длительность: #{CaptionTime}# Секунд
SKILL_20161005_006595	Drain
SKILL_20161005_006596	Absorbs nearby evil spirits и expels Evil Spirit Energy around. Cooldown for Dark Theurge will be уменьшится depending on  number of absorbed evil spirits. Your normal attacks will be imbued with evil spirits.
SKILL_20161005_006597	Absorbable Evil Spirits: #{CaptionRatio}#{nl}Cooldown Reduction: #{CaptionRatio2}# x [Number of Evil Spirits] Секунд{nl}Длительность эффекта: #{CaptionTime}# + [Number of Evil Spirits] x 2 Секунд
SKILL_20161005_006598	Ghastly Trail
SKILL_20161005_006599	{#993399}{ol}[Magic] - [Dark]{/}{/}{nl}Make  summoned evil spirits to follow you in line.
SKILL_20161005_006600	Дополнительный урон: #{SkillAtkAdd}#{nl}Maximum Длительность: 5 Секунд{nl}Requires summoned Evil Spirits
SKILL_20161005_006601	Memorize your current location or create a portal for you or your party members to be able to use. If a location is being saved, it records  coordinates of your current position before going on cooldown, you must wait for  cooldown to end before you are then able to open a portal.
SKILL_20161005_006602	Saveable Portals: #{CaptionRatio}#{nl}Portal Cooldown: #{CaptionTime}# минут{nl}Portal Длительность: 15 Секунд
SKILL_20161005_006603	Warp to Friend
SKILL_20161005_006604	Warps to  selected friend. You cannot warp to a friend who is in an instance dungeon.
SKILL_20161005_006605	Warp to Specific Friend's Location
SKILL_20161005_006606	Micro Dimension
SKILL_20161005_006607	Distorts  space into a small size to deal damage to enemies.
SKILL_20161005_006608	Ultimate Dimension
SKILL_20161005_006609	Distorts  space into a large size to deal damage to enemies.
SKILL_20161005_006610	Blink
SKILL_20161005_006611	Leave behind an apparition on your location и you get teleported randomly to a different place.  apparition remains for a period of time и receives damage from  monsters in your stead.
SKILL_20161005_006612	Apparition Длительность: #{CaptionTime}# Секунд
SKILL_20161005_006613	Maze
SKILL_20161005_006614	Locks  enemies in  selected location up in a different dimension.  locked enemies will not be able get attacked by receives continous damage while in  state и once unlocked, get sileneced.
SKILL_20161005_006615	Урон: #{SkillAtkAdd}#{nl}Attribute Урон: #{CaptionRatio}#%{nl}Dimension Длительность: #{CaptionTime}# Секунд
SKILL_20161005_006616	Magic Circle Reduction
SKILL_20161005_006617	Missile Hole
SKILL_20161005_006618	For a period of time, grants an effect that can minimize damage from missile attacks и magic bullet attacks for you и your party members.
SKILL_20161005_006619	Длительность: #{CaptionTime}# Секунд{nl}Number of Blocks: #{CaptionRatio}#
SKILL_20161005_006620	{#993399}{ol}[Magic]{/}{/}{nl}Sprinkle magic powder around to attack и boost movement speed of  allies.
SKILL_20161005_006621	Урон: #{SkillAtkAdd}#{nl}Attribute Урон: #{CaptionRatio}#%{nl}Increased Movement Speed Длительность: #{CaptionTime}# Секунд
